#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputMpIp (float64)[1];outputMpR (float64)[1];outputMpZ (float64)[1];outputEpR (float64)[1];outputEpZ (float64)[1]
0.000200;-0.000140;-0.000048;-0.000025;-0.000032;-0.000021;-0.000077;0.000102;0.000068;0.000100;0.000087;0.000084;0.000038;-0.024900;0.057619;0.060682;0.033943;2.808848;5.300916;0.373146;0.332499;10.118380;14.486511
0.000300;-0.000182;-0.000070;-0.000040;-0.000038;-0.000026;-0.000098;0.000135;0.000086;0.000125;0.000101;0.000100;0.000059;-0.013456;0.061433;0.060682;0.060645;2.562479;5.944635;0.352474;0.377104;10.003939;14.555175
0.000400;-0.000209;-0.000084;-0.000050;-0.000039;-0.000026;-0.000113;0.000160;0.000101;0.000142;0.000114;0.000111;0.000070;-0.013456;0.057619;0.064496;0.064460;2.904405;6.950986;0.346352;0.369198;9.965792;14.532287
0.000500;-0.000243;-0.000102;-0.000061;-0.000047;-0.000030;-0.000126;0.000184;0.000119;0.000163;0.000131;0.000130;0.000079;-0.009641;0.061433;0.064496;0.064460;3.043719;7.610884;0.334902;0.393443;9.984866;14.555175
0.000600;-0.000257;-0.000111;-0.000069;-0.000059;-0.000040;-0.000130;0.000189;0.000127;0.000174;0.000130;0.000137;0.000072;-0.002012;0.065248;0.075940;0.072090;1.484148;6.371750;0.296930;0.502239;9.965792;14.532287
0.000700;-0.000277;-0.000123;-0.000078;-0.000072;-0.000048;-0.000133;0.000200;0.000142;0.000185;0.000140;0.000149;0.000069;-0.009641;0.065248;0.075940;0.072090;0.993066;5.980247;0.265018;0.585759;9.965792;14.486511
0.000800;-0.000285;-0.000130;-0.000083;-0.000081;-0.000053;-0.000130;0.000202;0.000148;0.000192;0.000140;0.000152;0.000059;-0.005826;0.065248;0.072126;0.064460;0.229329;5.137646;0.213542;0.706081;10.003939;14.532287
0.000900;-0.000297;-0.000137;-0.000088;-0.000089;-0.000055;-0.000123;0.000203;0.000157;0.000200;0.000146;0.000158;0.000048;-0.005826;0.065248;0.075940;0.068275;0.068889;4.818138;0.170208;0.783521;9.984866;14.509399
0.001000;-0.000308;-0.000144;-0.000092;-0.000091;-0.000051;-0.000117;0.000204;0.000161;0.000202;0.000146;0.000159;0.000049;-0.009641;0.065248;0.064496;0.072090;0.063549;4.603118;0.134303;0.833641;9.965792;14.555175
0.001100;-0.000307;-0.000143;-0.000090;-0.000081;-0.000035;-0.000103;0.000198;0.000158;0.000203;0.000148;0.000154;0.000045;-0.005826;0.061433;0.041608;0.068275;1.609268;5.720741;0.182754;0.649272;9.965792;14.715392
0.001200;-0.000318;-0.000150;-0.000094;-0.000072;-0.000021;-0.000092;0.000196;0.000157;0.000206;0.000150;0.000155;0.000053;0.009432;0.069063;0.041608;0.075904;2.759795;6.654349;0.207243;0.556926;9.965792;14.806944
0.001300;-0.000330;-0.000156;-0.000095;-0.000062;-0.000007;-0.000080;0.000190;0.000151;0.000210;0.000147;0.000156;0.000061;0.017062;0.091951;0.072126;0.072090;3.564255;7.185711;0.215225;0.507463;10.099306;14.669616
0.001400;-0.000344;-0.000165;-0.000100;-0.000055;0.000003;-0.000076;0.000195;0.000154;0.000214;0.000153;0.000160;0.000071;0.032320;0.107210;0.045423;0.094978;4.880514;8.220780;0.233234;0.451033;10.061159;14.921385
0.001500;-0.000350;-0.000173;-0.000103;-0.000052;0.000007;-0.000073;0.000199;0.000157;0.000217;0.000152;0.000162;0.000071;0.066653;0.152986;0.037794;-0.011834;5.203951;8.357637;0.226842;0.448353;10.824097;15.173154
0.001600;-0.000364;-0.000183;-0.000111;-0.000063;0;-0.000079;0.000212;0.000172;0.000226;0.000159;0.000171;0.000063;0.104800;0.214021;0.068311;-0.385673;4.789578;7.910407;0.197343;0.505653;12.998469;15.218931
0.001700;-0.000369;-0.000191;-0.000118;-0.000073;-0.000012;-0.000088;0.000223;0.000183;0.000231;0.000158;0.000174;0.000054;0.162020;0.297944;0.110273;-0.759512;3.655118;6.736165;0.140296;0.619760;15.287280;15.310483
0.001800;-0.000376;-0.000200;-0.000125;-0.000084;-0.000022;-0.000097;0.000238;0.000200;0.000237;0.000165;0.000179;0.000045;0.398530;0.351350;0.045423;-1.259236;3.009265;6.189882;0.095941;0.711938;18.052927;17.118645
0.001900;-0.000387;-0.000211;-0.000134;-0.000096;-0.000034;-0.000105;0.000247;0.000211;0.000249;0.000163;0.000185;0.000039;0.825775;0.481049;-0.038500;-2.025988;1.593711;4.908166;-0.017809;0.945947;22.535184;20.185653
0.002000;-0.000389;-0.000215;-0.000138;-0.000100;-0.000036;-0.000109;0.000257;0.000223;0.000252;0.000165;0.000182;0.000029;1.283538;0.694671;0.106458;-2.884293;1.060030;4.674447;-0.064581;1.012814;27.894822;22.062481
0.002100;-0.000397;-0.000226;-0.000146;-0.000096;-0.000032;-0.000112;0.000265;0.000227;0.000261;0.000164;0.000181;0.000037;1.958737;1.099028;0.220898;-4.295727;0.837691;4.921798;-0.055782;0.980328;36.973774;25.427031
0.002200;-0.000411;-0.000237;-0.000153;-0.000093;-0.000026;-0.000118;0.000278;0.000235;0.000269;0.000168;0.000184;0.000046;2.645381;1.373686;0.404004;-4.799265;0.922744;5.529704;-0.019990;0.898139;40.864754;28.448265
0.002300;-0.000404;-0.000238;-0.000155;-0.000083;-0.000016;-0.000113;0.000278;0.000236;0.000268;0.000166;0.000174;0.000041;3.629570;2.071773;0.537517;-6.176367;1.127419;6.089573;0.011489;0.799128;51.240699;33.552315
0.002400;-0.000419;-0.000249;-0.000163;-0.000079;-0.000010;-0.000113;0.000278;0.000235;0.000277;0.000163;0.000175;0.000047;4.361990;2.914819;0.541332;-6.740941;-0.045147;5.555403;-0.048370;0.887573;58.278800;37.923947
0.002500;-0.000418;-0.000255;-0.000163;-0.000073;-0.000003;-0.000105;0.000274;0.000237;0.000276;0.000165;0.000170;0.000038;5.594134;3.509910;0.022535;-7.282627;-0.386133;5.510658;-0.070474;0.885689;63.962686;48.429594
0.002600;-0.000428;-0.000267;-0.000170;-0.000081;-0.000004;-0.000094;0.000258;0.000234;0.000280;0.000156;0.000168;0.000028;6.780501;4.543690;-0.431413;-8.270631;-2.903269;3.127502;-0.505363;1.571263;74.071605;58.271483
0.002700;-0.000432;-0.000274;-0.000172;-0.000085;-0.000001;-0.000081;0.000243;0.000234;0.000277;0.000155;0.000164;0.000008;8.226268;5.428698;-1.263015;-12.794850;-4.546067;1.411298;-1.762862;3.457835;101.117742;71.935697
0.002800;-0.000444;-0.000288;-0.000179;-0.000091;-0.000001;-0.000068;0.000227;0.000231;0.000276;0.000149;0.000163;-0.000002;10.427340;7.019422;-1.373641;-14.099470;-7.014687;-1.065851;3.510152;-4.597563;115.594461;85.805883
0.002900;-0.000452;-0.000299;-0.000183;-0.000097;0.000001;-0.000056;0.000203;0.000225;0.000267;0.000145;0.000156;-0.000023;12.037140;8.133310;-2.186169;-16.540871;-10.372930;-4.398239;1.221689;-1.099298;133.370905;100.339853
0.003000;-0.000455;-0.000308;-0.000185;-0.000095;0.000011;-0.000038;0.000174;0.000214;0.000256;0.000134;0.000142;-0.000037;14.371730;9.624853;-4.600865;-16.941410;-13.257060;-7.293907;0.932048;-0.635230;142.831316;128.835568
0.003100;-0.000475;-0.000329;-0.000202;-0.000099;0.000007;-0.000046;0.000148;0.000195;0.000242;0.000117;0.000127;-0.000046;16.588060;10.261910;-5.592684;-19.287451;-20.348450;-14.084329;0.708707;-0.324306;157.746806;148.084465
0.003200;-0.000487;-0.000344;-0.000212;-0.000097;0.000012;-0.000048;0.000135;0.000187;0.000235;0.000110;0.000115;-0.000051;18.426741;10.029210;-7.366514;-20.023680;-23.912821;-17.375876;0.666702;-0.259903;160.264449;169.759529
0.003300;-0.000520;-0.000376;-0.000237;-0.000110;-0.000003;-0.000073;0.000133;0.000179;0.000233;0.000095;0.000110;-0.000046;20.204380;10.166540;-6.714202;-22.575710;-31.064350;-23.936684;0.614009;-0.197968;173.711252;176.511492
0.003400;-0.000544;-0.000402;-0.000258;-0.000120;-0.000018;-0.000105;0.000143;0.000179;0.000227;0.000087;0.000103;-0.000041;22.565680;9.277717;-9.968130;-21.362631;-36.577549;-29.224485;0.588464;-0.169459;163.201737;210.202858
0.003500;-0.000564;-0.000432;-0.000287;-0.000146;-0.000048;-0.000143;0.000130;0.000167;0.000213;0.000070;0.000084;-0.000067;23.366760;8.606332;-7.740353;-22.816031;-47.320610;-39.855557;0.555395;-0.128619;167.111812;201.642680
0.003600;-0.000588;-0.000460;-0.000312;-0.000176;-0.000076;-0.000171;0.000127;0.000168;0.000210;0.000060;0.000076;-0.000086;22.725889;7.797618;-10.078760;-21.168091;-55.533699;-47.846031;0.541615;-0.113479;154.828544;211.827896
0.003700;-0.000623;-0.000505;-0.000356;-0.000226;-0.000126;-0.000218;0.000098;0.000148;0.000191;0.000026;0.000052;-0.000126;23.046329;8.572000;-9.239525;-22.140829;-72.649368;-64.886439;0.521217;-0.088235;163.564143;208.715126
0.003800;-0.000642;-0.000530;-0.000381;-0.000256;-0.000155;-0.000245;0.000086;0.000143;0.000182;0.000011;0.000038;-0.000156;20.730810;7.618328;-7.339811;-21.774620;-81.879318;-74.242178;0.514588;-0.079796;156.964741;183.423726
0.003900;-0.000665;-0.000561;-0.000408;-0.000288;-0.000184;-0.000264;0.000070;0.000135;0.000179;-0.000007;0.000023;-0.000182;21.985840;8.259195;-8.491846;-21.988251;-91.631416;-83.821864;0.509761;-0.073386;161.237230;197.866116
0.004000;-0.000693;-0.000595;-0.000440;-0.000321;-0.000210;-0.000291;0.000049;0.000124;0.000171;-0.000024;0.000007;-0.000209;23.847410;7.606884;-8.304927;-21.877621;-102.781097;-94.695109;0.505254;-0.067395;157.422523;207.914022
0.004100;-0.000717;-0.000624;-0.000467;-0.000339;-0.000227;-0.000315;0.000036;0.000111;0.000159;-0.000042;-0.000013;-0.000219;21.734070;7.549664;-10.784470;-20.031309;-111.932701;-103.494935;0.502186;-0.062702;147.904866;210.111237
0.004200;-0.000746;-0.000669;-0.000517;-0.000380;-0.000267;-0.000359;-0.000017;0.000069;0.000125;-0.000078;-0.000054;-0.000261;22.413090;7.309338;-8.880944;-20.435671;-131.560898;-122.818614;0.495615;-0.053341;148.725045;202.764204
0.004300;-0.000769;-0.000696;-0.000541;-0.000394;-0.000278;-0.000374;-0.000039;0.000054;0.000114;-0.000091;-0.000071;-0.000273;21.509010;7.889171;-9.884207;-19.989349;-139.878998;-130.797016;0.494060;-0.050569;149.392602;203.359303
0.004400;-0.000813;-0.000762;-0.000611;-0.000454;-0.000331;-0.000423;-0.000099;0.000006;0.000078;-0.000139;-0.000119;-0.000319;21.184759;8.621591;-9.144157;-20.889610;-164.899994;-155.308631;0.489244;-0.044012;157.556005;196.973499
0.004500;-0.000847;-0.000797;-0.000647;-0.000484;-0.000355;-0.000443;-0.000132;-0.000013;0.000065;-0.000152;-0.000133;-0.000338;21.127541;7.404706;-4.738194;-21.911949;-176.327103;-166.670762;0.487650;-0.042235;156.583276;170.194407
0.004601;-0.000875;-0.000840;-0.000694;-0.000535;-0.000385;-0.000451;-0.000177;-0.000038;0.000045;-0.000176;-0.000158;-0.000378;26.517691;8.774178;-17.010040;-19.459110;-191.355194;-181.606855;0.486161;-0.039860;151.166439;276.166386
0.004701;-0.000907;-0.000881;-0.000741;-0.000587;-0.000426;-0.000475;-0.000222;-0.000061;0.000023;-0.000192;-0.000179;-0.000415;25.583090;10.403050;-16.567539;-19.226410;-206.997696;-197.205117;0.484337;-0.038191;158.147302;267.903774
0.004801;-0.000717;-0.000629;-0.000428;-0.000234;-0.000111;-0.000194;-0.000001;0.000124;0.000159;-0.000029;-0.000023;-0.000244;3.202325;2.922448;-0.740403;-11.211750;-98.102547;-90.626105;0.516498;-0.061576;80.670990;38.656366
0.004901;-0.000824;-0.000768;-0.000577;-0.000414;-0.000283;-0.000353;-0.000115;0.000038;0.000087;-0.000121;-0.000110;-0.000349;20.086130;10.727300;-8.339258;-20.504330;-156.126297;-147.640153;0.494165;-0.044435;166.158147;185.552330
0.005001;-0.000628;-0.000523;-0.000308;-0.000091;0.000037;-0.000040;0.000180;0.000287;0.000284;0.000077;0.000084;-0.000153;0.055209;2.098476;-1.316420;-8.575806;-38.448898;-30.874211;0.645662;-0.179486;63.371408;23.229771
0.005101;-0.000417;-0.000341;-0.000137;0.000139;0.000310;0.000298;0.000599;0.000740;0.000656;0.000441;0.000363;0.000105;-17.961559;-9.070927;-11.101090;35.834782;97.024803;107.386798;0.395351;0.070322;-214.528542;-26.162813
0.005201;-0.000328;-0.000285;-0.000089;0.000221;0.000402;0.000403;0.000752;0.000964;0.000939;0.000775;0.000551;0.000241;-20.021490;-12.969540;-13.340310;47.667938;164.192200;177.101991;0.420717;0.056666;-293.187389;-25.087080
0.005301;-0.000261;-0.000240;-0.000056;0.000276;0.000454;0.000450;0.000834;0.001055;0.001041;0.000981;0.000728;0.000368;-15.741410;-16.517191;-14.515240;47.862480;205.750397;219.319206;0.431371;0.051713;-311.898355;7.642977
0.005401;-0.000244;-0.000232;-0.000053;0.000301;0.000479;0.000451;0.000841;0.001060;0.001042;0.001031;0.000813;0.000432;-13.135980;-17.840891;-13.691260;45.054871;217.396606;230.715338;0.434907;0.050329;-304.478807;18.331684
0.005501;-0.000185;-0.000198;-0.000028;0.000341;0.000523;0.000501;0.000892;0.001130;0.001121;0.001113;0.000920;0.000518;-13.341970;-17.745529;-15.014960;46.477749;245.637207;259.018035;0.438877;0.047240;-311.116390;25.037939
0.005601;-0.000146;-0.000186;-0.000019;0.000355;0.000540;0.000517;0.000888;0.001148;0.001140;0.001172;0.000993;0.000553;-13.715810;-19.141701;-16.140289;50.498440;257.815308;270.973927;0.441416;0.046382;-338.200703;29.546877
0.005701;-0.000093;-0.000151;0.000008;0.000389;0.000588;0.000579;0.000940;0.001223;0.001220;0.001228;0.001073;0.000623;-13.818810;-18.470320;-16.498871;49.323509;283.828888;297.120685;0.443336;0.043814;-328.969145;31.080362
0.005801;-0.000026;-0.000115;0.000033;0.000416;0.000622;0.000618;0.000959;0.001272;0.001277;0.001332;0.001197;0.000707;-13.238970;-19.523170;-17.826389;51.486439;310.100494;323.108729;0.446724;0.042304;-345.048046;42.524517
0.005901;0.000033;-0.000077;0.000068;0.000457;0.000674;0.000689;0.001007;0.001342;0.001348;0.001381;0.001265;0.000766;-12.826990;-18.821270;-17.971340;49.151852;335.578888;348.742972;0.447785;0.039922;-329.865608;45.866100
0.006001;0.000133;-0.000008;0.000116;0.000513;0.000740;0.000760;0.001056;0.001424;0.001440;0.001518;0.001425;0.000905;-10.805200;-19.095921;-19.531549;49.922421;377.332001;390.445919;0.451213;0.037535;-335.091705;67.358099
0.006101;0.000199;0.000031;0.000155;0.000577;0.000812;0.000840;0.001096;0.001484;0.001506;0.001574;0.001481;0.000969;-10.309300;-18.596201;-18.871611;47.088100;404.589905;417.809238;0.451823;0.035164;-318.421507;66.373861
0.006201;0.000337;0.000135;0.000231;0.000671;0.000914;0.000945;0.001179;0.001596;0.001629;0.001740;0.001670;0.001158;-8.459172;-19.580391;-19.321739;47.477200;462.259613;475.435992;0.454791;0.032369;-325.287952;80.175402
0.006301;0.000429;0.000192;0.000284;0.000745;0.000995;0.001035;0.001230;0.001679;0.001728;0.001831;0.001756;0.001265;-8.470616;-19.420170;-19.676510;46.920261;499.742615;513.043853;0.455709;0.030532;-321.702156;82.235361
0.006401;0.000614;0.000340;0.000401;0.000880;0.001142;0.001193;0.001367;0.001845;0.001895;0.002037;0.001973;0.001488;-7.585609;-18.111731;-20.576771;45.123539;578.284729;591.239416;0.457723;0.027626;-306.176348;92.946971
0.006501;0.000744;0.000427;0.000469;0.000966;0.001229;0.001286;0.001457;0.001972;0.002048;0.002211;0.002153;0.001667;-5.781262;-15.910660;-20.767509;41.591141;634.937988;647.825588;0.459165;0.026743;-277.509003;104.917485
0.006601;0.000970;0.000621;0.000618;0.001115;0.001387;0.001470;0.001661;0.002214;0.002282;0.002469;0.002413;0.001914;-3.709887;-12.061640;-20.786579;35.228241;733.055603;745.491663;0.460407;0.024729;-226.449404;117.460153
0.006701;0.001171;0.000772;0.000734;0.001236;0.001512;0.001616;0.001832;0.002435;0.002522;0.002731;0.002650;0.002138;-3.404712;-9.097630;-21.576220;31.764509;819.234070;831.716402;0.461376;0.023900;-194.310694;124.029046
0.006801;0.001440;0.001019;0.000938;0.001447;0.001735;0.001870;0.002126;0.002777;0.002860;0.003088;0.002969;0.002433;-3.305531;-8.952672;-17.502140;27.667530;949.618225;962.323594;0.461800;0.022255;-173.101010;100.179654
0.006901;0.001729;0.001273;0.001142;0.001658;0.001955;0.002128;0.002413;0.003119;0.003205;0.003447;0.003295;0.002742;-6.490794;-7.152140;-12.344680;20.251780;1082.015991;1094.890464;0.462277;0.020993;-127.019598;50.123314
0.007001;0.002073;0.001622;0.001410;0.001932;0.002240;0.002437;0.002785;0.003528;0.003622;0.003855;0.003677;0.003148;-3.801440;-5.477492;-7.534360;14.949370;1246.657959;1259.483407;0.462746;0.019453;-92.134311;37.397520
0.007101;0.002395;0.001975;0.001690;0.002232;0.002535;0.002730;0.003200;0.003925;0.003997;0.004198;0.004032;0.003578;-2.142051;-6.251873;-2.170910;10.470930;1409.083984;1421.470546;0.462987;0.017921;-73.614016;15.173153
0.007201;0.002725;0.002354;0.002013;0.002567;0.002868;0.003069;0.003658;0.004365;0.004400;0.004523;0.004357;0.003997;-3.297901;-6.267132;-3.132211;12.618590;1580.989014;1593.263227;0.462819;0.016352;-84.428611;14.005860
0.007301;0.002979;0.002722;0.002367;0.002957;0.003275;0.003498;0.004224;0.004873;0.004817;0.004823;0.004632;0.004339;-5.651563;-9.498172;0.815990;12.328680;1759.093994;1772.742295;0.461662;0.014771;-99.134259;-23.805317
0.007401;0.003257;0.003108;0.002755;0.003379;0.003710;0.003948;0.004807;0.005387;0.005225;0.005111;0.004882;0.004697;-16.603531;-3.188680;3.409977;14.953180;1943.629028;1958.237980;0.460677;0.013198;-80.709301;-105.081047
0.007501;0.003594;0.003583;0.003239;0.003893;0.004241;0.004496;0.005482;0.005962;0.005668;0.005490;0.005243;0.005125;-0.879390;-10.207700;1.529336;13.385350;2167.491943;2182.305836;0.459911;0.011568;-107.965250;0.547646
0.007601;0.003827;0.003896;0.003615;0.004315;0.004687;0.004962;0.006053;0.006430;0.006025;0.005749;0.005517;0.005466;3.728752;-13.446370;0.175122;12.557560;2343.301025;2358.665637;0.459107;0.010499;-120.019650;36.321778
0.007701;0.004122;0.004297;0.004038;0.004776;0.005171;0.005462;0.006644;0.006894;0.006353;0.005973;0.005772;0.005824;-3.309345;-11.554290;-0.980728;13.854550;2530.599121;2544.995106;0.458506;0.009161;-117.044201;1.028297
0.007801;0.004406;0.004672;0.004441;0.005219;0.005637;0.005933;0.007196;0.007334;0.006684;0.006248;0.006095;0.006209;-2.546408;-7.857856;1.784920;10.211530;2716.849121;2729.937705;0.458188;0.008220;-80.346928;-10.987967
0.007901;0.004637;0.004980;0.004798;0.005622;0.006047;0.006322;0.007639;0.007633;0.006868;0.006359;0.006260;0.006509;9.828436;-7.255136;-0.645035;-1.305012;2859.572998;2870.263529;0.457850;0.007059;-19.750620;77.840828
0.008001;0.004976;0.005420;0.005223;0.006060;0.006465;0.006681;0.008054;0.007944;0.007127;0.006612;0.006592;0.006943;2.351650;-11.134670;-5.302768;12.012060;3036.065918;3042.534977;0.458223;0.006119;-105.733652;60.926509
0.008101;0.005074;0.005625;0.005602;0.006557;0.007043;0.007294;0.008771;0.008461;0.007462;0.006789;0.006717;0.007175;9.950506;-10.898160;-7.015563;9.673656;3208.507080;3216.773798;0.456743;0.005346;-92.859082;116.796415
0.008201;0.005464;0.006111;0.005995;0.006974;0.007380;0.007520;0.009080;0.008664;0.007652;0.007015;0.007060;0.007622;17.270889;-18.096479;-10.574670;13.606600;3369.431885;3371.367653;0.457612;0.004519;-148.515396;182.073355
0.008301;0.005761;0.006480;0.006376;0.007384;0.007735;0.007782;0.009459;0.008916;0.007850;0.007217;0.007325;0.008011;18.571699;-16.192949;-9.571403;12.324860;3520.319092;3517.787582;0.457934;0.003845;-132.589045;183.858610
0.008401;0.005971;0.006691;0.006682;0.007724;0.008088;0.008091;0.009889;0.009234;0.008083;0.007431;0.007533;0.008286;14.699790;-17.512831;-11.688550;10.642590;3654.742920;3650.535211;0.457714;0.003533;-130.777102;173.330040
0.008501;0.006294;0.007054;0.006991;0.008052;0.008352;0.008313;0.010196;0.009481;0.008300;0.007664;0.007807;0.008652;17.507401;-13.469260;-6.012300;5.187584;3793.657959;3785.020926;0.458169;0.003193;-83.284221;156.118203
0.008601;0.006496;0.007336;0.007322;0.008371;0.008635;0.008528;0.010485;0.009680;0.008445;0.007793;0.007995;0.008929;19.300301;-17.760780;-8.762689;6.572316;3909.466064;3896.339621;0.458301;0.002681;-111.665483;183.377935
0.008701;0.006774;0.007564;0.007611;0.008664;0.008933;0.008788;0.010843;0.009974;0.008683;0.008029;0.008258;0.009199;20.704109;-12.656730;-20.305929;12.610960;4041.320068;4025.138236;0.458356;0.002541;-116.338449;261.060230
0.008801;0.007059;0.007788;0.007786;0.008875;0.009164;0.009060;0.011148;0.010280;0.008950;0.008305;0.008486;0.009449;17.419661;-14.110130;-13.313610;7.682390;4160.585938;4143.219924;0.458418;0.002651;-98.962603;199.399624
0.008901;0.006926;0.007512;0.007440;0.008358;0.008459;0.008190;0.010261;0.009497;0.008309;0.007750;0.008111;0.009171;20.883400;-20.793461;-11.284200;13.461640;3920.403076;3895.234862;0.459900;0.002363;-161.275506;208.005598
0.009001;0.007189;0.007749;0.007612;0.008530;0.008651;0.008428;0.010512;0.009773;0.008586;0.008032;0.008355;0.009386;18.068159;-19.118811;-7.442807;11.596260;4031.183105;4005.044581;0.460010;0.002537;-143.575354;168.065798
0.009101;0.007428;0.007809;0.007727;0.008775;0.009023;0.008964;0.011026;0.010314;0.009026;0.008471;0.008616;0.009548;18.773880;-18.615271;-8.034083;9.555401;4178.957031;4157.870892;0.459209;0.003090;-130.853357;175.847780
0.009201;0.007233;0.007364;0.007278;0.008370;0.008623;0.008588;0.010594;0.009965;0.008683;0.008180;0.008281;0.009187;16.755911;-20.820160;-7.480954;7.926529;4006.287109;3987.228107;0.459211;0.003468;-133.733444;160.421190
0.009301;0.007329;0.007400;0.007202;0.008341;0.008625;0.008707;0.010638;0.010125;0.008903;0.008375;0.008382;0.009268;14.238210;-13.301410;-6.111482;8.193558;4040.939941;4024.252431;0.459234;0.004013;-97.474837;137.098151
0.009401;0.007501;0.007345;0.007231;0.008452;0.008876;0.009147;0.011004;0.010569;0.009293;0.008654;0.008581;0.009280;8.409372;-10.936310;-7.149076;5.973410;4137.890137;4126.921317;0.458432;0.004589;-74.548600;108.350690
0.009501;0.007272;0.006896;0.006711;0.007928;0.008291;0.008558;0.010315;0.010035;0.008837;0.008283;0.008213;0.008910;11.064390;-12.279080;-5.977968;2.654633;3915.791992;3905.524123;0.458952;0.005073;-64.668567;117.254150
0.009601;0.007448;0.007031;0.006803;0.008031;0.008457;0.008849;0.010508;0.010331;0.009157;0.008590;0.008399;0.009021;9.336342;-12.599510;-2.128948;7.342883;4005.065918;3998.070712;0.458799;0.005413;-89.711967;83.791739
0.009701;0.007511;0.007005;0.006870;0.008233;0.008808;0.009431;0.011034;0.010883;0.009581;0.008879;0.008536;0.008970;-3.500080;-4.931992;-2.228130;6.011557;4117.704102;4119.501288;0.457457;0.005823;-44.717746;7.368300
0.009801;0.007466;0.006869;0.006771;0.008251;0.008940;0.009716;0.011276;0.011200;0.009805;0.009041;0.008488;0.008832;1.150024;-3.989764;0.430706;-0.259788;4144.769043;4155.069249;0.456478;0.006307;-8.649879;19.315907
0.009901;0.007128;0.006390;0.006315;0.007742;0.008416;0.009232;0.010744;0.010805;0.009448;0.008602;0.008099;0.008352;-7.581794;-1.723840;4.691711;6.545613;3930.775879;3945.449379;0.456284;0.006889;-31.347264;-58.641028
0.010001;0.007247;0.006460;0.006384;0.007863;0.008628;0.009551;0.011033;0.011116;0.009751;0.008869;0.008241;0.008447;-3.759478;-0.011046;2.204536;5.931448;4014.748047;4035.701826;0.455894;0.007164;-19.712469;-20.784084
0.010101;0.007446;0.006627;0.006519;0.008059;0.008873;0.009902;0.011431;0.011564;0.010146;0.009248;0.008442;0.008642;1.970181;-4.222460;2.296088;4.008846;4136.977051;4164.594430;0.455624;0.007473;-31.156528;13.044558
